data,categoria,tipo,valor,descricao,metodo_pgto
07-10-2022,Salário,receita,3670.7,,Débito
2022-05-03,Transporte ,despesa,509.82,Transporte - pagamento,Transferência
2023/05/06,Educação,despesa,320.52,Educação - pagamento,Débito
27-09-2023,assinaturas,despesa,374.76,assinaturas - pagamento,
2022-11-16,Vestuário,despesa,593.14,Vestuário - pagamento,Transferência
2022/12/23,Rendimentos,receita,2119.95,Rendimentos - pagamento,Cartão de Crédito
2022/05/04,assinaturas,despesa,5,assinaturas - pagamento,
17/01/2022,Freelance,receita,"R$ 2.936,12",,Boleto
2023/05/10,alimentação,despesa,171.92,alimentação - pagamento,Boleto
2024/09/06, Saúde,despesa,"R$ 5,00",Saúde - pagamento,Cartão de Crédito
11/05/2022,Transporte ,despesa,"R$ 603,27",,Débito
2024/01/07,Moradia,despesa,659.61,Moradia - pagamento,
03/10/2024,alimentação,despesa,761.0,alimentação - pagamento,Débito
04-05-2024,Freelance,receita,3105.49,,
2023/04/29,Alimentação,despesa,554.03,Alimentação - pagamento,Boleto
16-09-2022,Impostos,despesa,326.65,Impostos - pagamento,
06-01-2023,Moradia,despesa,622.07,,Cartão de Crédito
2022/03/08,Manutenção,despesa,738.45,Manutenção - pagamento,Cartão de Crédito
2023/10/30, Saúde,despesa,451.87,,Cartão de Crédito
2022-08-16,Manutenção,despesa,278.55,,Pix
30-07-2023,assinaturas,despesa,244.89,assinaturas - pagamento,Cartão de Crédito
28/08/2024,Transporte ,despesa,565.73,,Transferência
2024/09/03,Rendimentos,receita,5084.35,,Transferência
2023/04/30,Rendimentos,receita,7827.43,Rendimentos - pagamento,Boleto
2024-12-03,Transporte ,despesa,292.86,Transporte - pagamento,Cartão de Crédito
20/10/2024,Freelance,receita,4321.45,Freelance - pagamento,Transferência
2024/09/06,Rendimentos,receita,5937.37,Rendimentos - pagamento,Cartão de Crédito
2023/10/28,Manutenção,despesa,80.14,Manutenção - pagamento,
2023/07/28,Impostos,despesa,94.01,,Boleto
2022/07/29,assinaturas,despesa,486.21,,Boleto
2024-11-19,assinaturas,despesa,247.87,,
15/09/2024,assinaturas,despesa,418.62,assinaturas - pagamento,Pix
20/08/2022,alimentação,despesa,567.4,alimentação - pagamento,Pix
2023-03-01,Transporte ,despesa,185.61,Transporte - pagamento,Débito
29/04/2023,Manutenção,despesa,644.94,,
2024/01/04,Lazer,despesa,435.45,Lazer - pagamento,Transferência
18-12-2022,alimentação,despesa,561.4,alimentação - pagamento,Transferência
2022-10-08,alimentação,despesa,465.7,alimentação - pagamento,
18/02/2024, Saúde,despesa,5,Saúde - pagamento,Débito
2024/07/30,Lazer,despesa,59.95,Lazer - pagamento,Débito
2023/11/18,alimentação,despesa,101.9,,Transferência
30/06/2023,Salário,receita,1183.44,Salário - pagamento,Boleto
03/07/2022,Vestuário,despesa,58.85,Vestuário - pagamento,Débito
2023-11-09,Bônus,receita,7991.17,,Débito
01/04/2024, Saúde,despesa,663.9,,Transferência
2024-12-31,Impostos,despesa,812.04,Impostos - pagamento,Cartão de Crédito
25/01/2023,Moradia,despesa,171.83,,Transferência
2023-12-31,Rendimentos,receita,3827.63,Rendimentos - pagamento,Cartão de Crédito
15/10/2022,Educação,despesa,483.08,Educação - pagamento,Transferência
12/01/2022,assinaturas,despesa,590.99,assinaturas - pagamento,Pix
2024-07-17,assinaturas,despesa,144.94,assinaturas - pagamento,Pix
2024/06/20,Freelance,receita,2926.34,,Boleto
11/10/2022,Transporte ,despesa,368.04,Transporte - pagamento,Boleto
2023-04-29,Freelance,receita,"R$ 2.883,25",,Cartão de Crédito
30-10-2023,Educação,despesa,60.98,Educação - pagamento,Transferência
2024/07/14,Moradia,despesa,678.4,,Pix
16/03/2022,assinaturas,despesa,600.2,assinaturas - pagamento,Cartão de Crédito
2022/06/21,Educação,despesa,710.7,Educação - pagamento,Pix
19-05-2024,Manutenção,despesa,5,Manutenção - pagamento,Débito
21/04/2023,Salário,receita,2862.66,Salário - pagamento,Transferência
2024-02-03,Impostos,despesa,969.21,Impostos - pagamento,Débito
23/07/2022,Educação,despesa,483.21,Educação - pagamento,Cartão de Crédito
2023/09/15, Saúde,despesa,136.69,Saúde - pagamento,Cartão de Crédito
2024-07-13,Bônus,receita,6759.67,Bônus - pagamento,Transferência
24/11/2024,Manutenção,despesa,279.24,Manutenção - pagamento,Transferência
2023/07/01,Bônus,receita,6869.43,Bônus - pagamento,Pix
25-02-2024,Rendimentos,receita,5294.66,Rendimentos - pagamento,Débito
2023-02-12,Freelance,receita,1469.3,Freelance - pagamento,Pix
2023-10-02,Bônus,receita,5408.22,Bônus - pagamento,Boleto
21/04/2023,Alimentação,despesa,144.41,Alimentação - pagamento,Pix
24/04/2024,Educação,despesa,799.62,Educação - pagamento,
2022-02-03,Moradia,despesa,240.71,Moradia - pagamento,Transferência
03-06-2022, Saúde,despesa,699.89,,
2024-01-26,Bônus,receita,6835.27,Bônus - pagamento,Boleto
2023-01-05,Moradia,despesa,363.32,Moradia - pagamento,Transferência
2024-12-26,Alimentação,despesa,174.43,,
09/03/2024, Saúde,despesa,328.67,Saúde - pagamento,Transferência
03-12-2024,alimentação,despesa,580.13,,Transferência
24-11-2022,Manutenção,despesa,392.91,,Transferência
04-11-2023,Rendimentos,receita,2091.42,,Débito
2024-09-27,Salário,receita,4861.23,Salário - pagamento,Cartão de Crédito
2022-08-12,Moradia,despesa,442.8,Moradia - pagamento,Transferência
2022-01-07,Moradia,despesa,835.6,Moradia - pagamento,Cartão de Crédito
29-05-2022,Lazer,despesa,436.25,,Boleto
2023/10/04,Alimentação,despesa,47.47,Alimentação - pagamento,Pix
23-02-2024,Salário,receita,6313.48,,Transferência
06/12/2022,Alimentação,despesa,31.86,Alimentação - pagamento,
2023/01/26,Transporte ,despesa,"R$ 563,85",Transporte - pagamento,
20-03-2024,,despesa,363.05,Transporte - pagamento,Débito
18/09/2022,alimentação,despesa,5,,Transferência
2023-04-16,Moradia,despesa,147.83,Moradia - pagamento,Débito
2022-03-22,Bônus,receita,2480.75,Bônus - pagamento,Débito
2024/02/22,Manutenção,despesa,22159.37,,Débito
27-05-2022,assinaturas,despesa,244.72,assinaturas - pagamento,Pix
28/11/2024,assinaturas,despesa,5,,
2022-12-12,Moradia,despesa,5,Moradia - pagamento,Boleto
2024-11-24,Vestuário,despesa,481.88,Vestuário - pagamento,
2024-01-02,Transporte ,despesa,465.96,,
2022/11/06,Impostos,despesa,176.89,Impostos - pagamento,
30-12-2023,Alimentação,despesa,415.43,,Débito
06-11-2022,Alimentação,despesa,1042.66,Alimentação - pagamento,
06/01/2022,assinaturas,despesa,47.75,assinaturas - pagamento,Transferência
26-12-2023,Rendimentos,receita,"R$ 5.391,11",Rendimentos - pagamento,Cartão de Crédito
2023-03-18, Saúde,despesa,413.01,Saúde - pagamento,Transferência
2022/05/24, Saúde,despesa,287.5,Saúde - pagamento,Pix
05-08-2023,Vestuário,despesa,289.81,Vestuário - pagamento,Cartão de Crédito
2022/12/20,Bônus,receita,3440.28,,Transferência
09/12/2024,Rendimentos,receita,"R$ 4.466,42",Rendimentos - pagamento,Transferência
2024/03/01,Manutenção,despesa,402.63,Manutenção - pagamento,Boleto
12/08/2023,Rendimentos,receita,5920.1,,Transferência
16/09/2024,Moradia,despesa,313.46,,Boleto
2023-09-12,Freelance,receita,2988.68,Freelance - pagamento,
10/06/2024,Lazer,despesa,133.09,Lazer - pagamento,
27-07-2022,Transporte ,despesa,163.59,,
29/09/2022,Rendimentos,receita,3608.67,Rendimentos - pagamento,Boleto
2022-01-06,Salário,receita,4989.83,Salário - pagamento,Cartão de Crédito
2022/03/17,Lazer,despesa,348.13,Lazer - pagamento,Pix
20/09/2022,Vestuário,despesa,-2341.85,Vestuário - pagamento,Transferência
2023-09-18,Salário,receita,6513.61,Salário - pagamento,Boleto
05/11/2024,Bônus,receita,3817.63,Bônus - pagamento,Transferência
01/02/2022,,receita,4806.31,,Débito
24-01-2024,Freelance,receita,"R$ 7.413,06",Freelance - pagamento,Pix
2022/03/11, Saúde,despesa,466.0,Saúde - pagamento,
24/11/2024,Rendimentos,receita,4225.86,,Transferência
2023/11/26,Impostos,despesa,72.88,Impostos - pagamento,Cartão de Crédito
2024-07-21,alimentação,despesa,512.53,alimentação - pagamento,Cartão de Crédito
06-10-2023,Salário,receita,2409.6,Salário - pagamento,Pix
2022/02/18,Moradia,despesa,280.3,Moradia - pagamento,Transferência
22-02-2023,Transporte ,despesa,540.1,Transporte - pagamento,Cartão de Crédito
06-10-2023,Bônus,receita,1231.36,Bônus - pagamento,Boleto
2024/10/16,assinaturas,despesa,454.75,assinaturas - pagamento,
23-01-2024,Vestuário,despesa,668.45,Vestuário - pagamento,Pix
05-09-2023,,despesa,509.58,Impostos - pagamento,
2022/01/23,Moradia,despesa,59.8,,Pix
08-12-2022,Freelance,receita,3554.51,Freelance - pagamento,Débito
2022-06-12,assinaturas,despesa,653.03,assinaturas - pagamento,Débito
07-05-2022,Alimentação,despesa,511.18,Alimentação - pagamento,Transferência
2022/11/21, Saúde,despesa,266.38,Saúde - pagamento,Débito
06-03-2024,Lazer,despesa,153.15,,Transferência
30-12-2022,Vestuário,despesa,338.56,Vestuário - pagamento,Débito
2024-08-04,Freelance,receita,"R$ 3.493,64",Freelance - pagamento,Cartão de Crédito
20/09/2023,alimentação,despesa,1061.37,alimentação - pagamento,Pix
16-02-2022,Freelance,receita,2284.17,Freelance - pagamento,Boleto
2022-01-10,Educação,despesa,793.55,Educação - pagamento,Pix
03/01/2023,assinaturas,despesa,5,,
19/03/2024,Moradia,despesa,663.73,Moradia - pagamento,Débito
28/09/2022,Rendimentos,receita,3197.32,Rendimentos - pagamento,
30-04-2023,Lazer,despesa,573.3,,Pix
2023/03/07,Lazer,despesa,288.45,Lazer - pagamento,Débito
2024/02/24,Moradia,despesa,798.05,,
2023/02/27,Freelance,receita,5667.24,Freelance - pagamento,Boleto
23-08-2022,Impostos,despesa,352.36,Impostos - pagamento,
2024-04-07,Manutenção,despesa,345.81,Manutenção - pagamento,Cartão de Crédito
2023/10/09,Impostos,despesa,5,Impostos - pagamento,Débito
2024/03/23,Lazer,despesa,546.32,Lazer - pagamento,Boleto
2022/03/22,Alimentação,despesa,407.92,Alimentação - pagamento,Transferência
12/07/2024,Manutenção,despesa,330.96,Manutenção - pagamento,Transferência
2023-09-06,Alimentação,despesa,350.46,,Débito
07/03/2024,Impostos,despesa,143.84,Impostos - pagamento,Pix
2024-04-14,Alimentação,despesa,183.16,,Pix
23-04-2022,Rendimentos,receita,7394.35,,Boleto
2022-08-25,Salário,receita,6131.01,,Pix
30/07/2024,Educação,despesa,556.75,,Boleto
11/01/2022,Vestuário,despesa,393.25,Vestuário - pagamento,Transferência
2023-05-23,Freelance,receita,6096.46,,Cartão de Crédito
07/12/2024,Impostos,despesa,5,Impostos - pagamento,Boleto
26-12-2022,Freelance,receita,"R$ 3.464,62",Freelance - pagamento,Pix
2024-03-24,Impostos,despesa,56.0,,Débito
23-12-2024,Rendimentos,receita,4069.13,Rendimentos - pagamento,
2023-03-24,alimentação,despesa,365.13,alimentação - pagamento,Débito
2022/08/08,Rendimentos,receita,2643.78,Rendimentos - pagamento,Boleto
02-05-2022,Bônus,receita,4111.79,Bônus - pagamento,Cartão de Crédito
21-02-2022,assinaturas,despesa,164.67,assinaturas - pagamento,Cartão de Crédito
08-04-2024,Moradia,despesa,662.05,Moradia - pagamento,Boleto
2023/09/22,Freelance,receita,4836.46,,Cartão de Crédito
2022/05/11,Manutenção,despesa,5,Manutenção - pagamento,Débito
16-04-2023,Impostos,despesa,5,,Cartão de Crédito
2023/10/29,Lazer,despesa,110.91,Lazer - pagamento,Boleto
30/03/2022,alimentação,despesa,"R$ 272,14",alimentação - pagamento,Transferência
2022-11-30,Freelance,receita,1103.34,Freelance - pagamento,Pix
2023-04-30,Impostos,despesa,257.24,Impostos - pagamento,Pix
2023/10/16,Lazer,despesa,214.12,Lazer - pagamento,Transferência
25/04/2024,Freelance,receita,"R$ 4.676,12",Freelance - pagamento,Boleto
12/08/2022,,despesa,427.72,Lazer - pagamento,Débito
2023/08/06,alimentação,despesa,696.83,alimentação - pagamento,Pix
2024-05-26,Lazer,despesa,524.56,Lazer - pagamento,Boleto
2022-08-21,Lazer,despesa,5,Lazer - pagamento,Transferência
2022/06/05,Educação,despesa,648.53,Educação - pagamento,Débito
2023-11-21,Bônus,receita,4308.62,Bônus - pagamento,Débito
30/08/2022,Bônus,receita,3429.7,,Débito
21/04/2024,Manutenção,despesa,5,Manutenção - pagamento,Cartão de Crédito
19/06/2024,Moradia,despesa,196.28,,Boleto
2023-08-16, Saúde,despesa,448.95,Saúde - pagamento,Débito
2023-08-16,Transporte ,despesa,"R$ 621,63",Transporte - pagamento,Débito
06-11-2023,Manutenção,despesa,"R$ 6,23",Manutenção - pagamento,Boleto
2022-07-15,Educação,despesa,210.99,Educação - pagamento,Pix
2022-05-30,Rendimentos,receita,3810.86,,Boleto
18/02/2023,Alimentação,despesa,385.69,Alimentação - pagamento,Transferência
25-10-2023,,despesa,117.48,Manutenção - pagamento,Boleto
2022/02/01,Freelance,receita,5373.83,Freelance - pagamento,
2023/04/12,Freelance,receita,2359.95,Freelance - pagamento,Pix
2023-09-24, Saúde,despesa,455.38,,Débito
2023-11-10,Transporte ,despesa,327.59,Transporte - pagamento,Transferência
20/09/2023,assinaturas,despesa,346.69,assinaturas - pagamento,Transferência
2024/12/05,assinaturas,despesa,384.63,assinaturas - pagamento,Transferência
2022-06-11,Rendimentos,receita,3353.07,Rendimentos - pagamento,Transferência
2022-04-03,Alimentação,despesa,265.51,Alimentação - pagamento,Débito
2023/10/05,Lazer,despesa,448.49,,Débito
02/11/2022,Freelance,receita,6305.39,Freelance - pagamento,Cartão de Crédito
2023/02/07,Alimentação,despesa,484.94,Alimentação - pagamento,Débito
29/03/2023,assinaturas,despesa,5,,Pix
03/04/2024,alimentação,despesa,570.98,alimentação - pagamento,Cartão de Crédito
25-07-2024,alimentação,despesa,30.05,,Transferência
07/02/2023,Manutenção,despesa,5,Manutenção - pagamento,
2023/04/04,Impostos,despesa,275.15,Impostos - pagamento,Cartão de Crédito
24/11/2022,assinaturas,despesa,466.9,assinaturas - pagamento,Cartão de Crédito
2024/03/11,alimentação,despesa,311.19,alimentação - pagamento,Pix
18/04/2024,assinaturas,despesa,458.47,assinaturas - pagamento,
29-06-2024,Vestuário,despesa,273.64,Vestuário - pagamento,Cartão de Crédito
01-12-2024,alimentação,despesa,490.31,,Transferência
2024/12/21,Vestuário,despesa,146.85,,Débito
14-05-2022,Lazer,despesa,5,Lazer - pagamento,Cartão de Crédito
06/03/2023,Educação,despesa,131.43,Educação - pagamento,Cartão de Crédito
2022-05-19,Impostos,despesa,5,Impostos - pagamento,
05-07-2023,Vestuário,despesa,28.83,Vestuário - pagamento,
09-06-2024,Rendimentos,receita,6625.97,Rendimentos - pagamento,Débito
18/03/2024,assinaturas,despesa,128.01,assinaturas - pagamento,Cartão de Crédito
07-08-2022,Rendimentos,receita,1205.53,Rendimentos - pagamento,Débito
2023-07-30, Saúde,despesa,457.34,,Boleto
2022-01-15,alimentação,despesa,"R$ 345,61",alimentação - pagamento,
2024-08-04,Educação,despesa,511.58,Educação - pagamento,
2023-08-19,assinaturas,despesa,122.64,assinaturas - pagamento,
2024-10-27,Bônus,receita,4031.64,,
2023-04-23,Vestuário,despesa,588.29,,Pix
2023/03/25, Saúde,despesa,620.73,Saúde - pagamento,Cartão de Crédito
2024/06/10,Rendimentos,receita,1483.6,Rendimentos - pagamento,Transferência
2023-07-05,Vestuário,despesa,348.83,,Transferência
2022/12/04,assinaturas,despesa,308.25,assinaturas - pagamento,
2024-12-03,Impostos,despesa,586.24,Impostos - pagamento,Cartão de Crédito
2022/11/10,alimentação,despesa,897.0,alimentação - pagamento,Transferência
2023/03/29,Transporte ,despesa,911.43,Transporte - pagamento,Boleto
05-09-2022,Vestuário,despesa,211.11,Vestuário - pagamento,Pix
01-07-2024,Transporte ,despesa,136.37,Transporte - pagamento,Boleto
19-10-2023,Transporte ,despesa,85.72,Transporte - pagamento,Pix
12-02-2022,alimentação,despesa,89.33,alimentação - pagamento,Cartão de Crédito
2024/12/28,assinaturas,despesa,641.38,assinaturas - pagamento,
12/12/2022,Educação,despesa,624.79,,Transferência
2022/04/06,Lazer,despesa,18403.11,Lazer - pagamento,Cartão de Crédito
19-11-2024,assinaturas,despesa,263.32,assinaturas - pagamento,Débito
13/03/2022,Educação,despesa,275.29,Educação - pagamento,Cartão de Crédito
2023-07-21,Freelance,receita,2742.36,Freelance - pagamento,Pix
31-08-2023,Moradia,despesa,584.48,Moradia - pagamento,Pix
02-03-2023,Alimentação,despesa,5,Alimentação - pagamento,Débito
08/04/2022,Educação,despesa,5,Educação - pagamento,Transferência
20-08-2023,Lazer,despesa,355.08,,Cartão de Crédito
14-10-2023, Saúde,despesa,237.99,Saúde - pagamento,Boleto
2022-04-26,Freelance,receita,6284.69,Freelance - pagamento,Débito
2024-11-17,Impostos,despesa,208.11,,Boleto
2024-08-30, Saúde,despesa,249.73,Saúde - pagamento,Transferência
2024-06-07,alimentação,despesa,351.84,alimentação - pagamento,Cartão de Crédito
24/09/2024,Lazer,despesa,659.96,Lazer - pagamento,Débito
28/10/2024,Moradia,despesa,36.37,Moradia - pagamento,Pix
01/09/2022,Salário,receita,3037.75,,Cartão de Crédito
2023/01/20,Transporte ,despesa,896.63,,Pix
2024/11/13,Moradia,despesa,5,Moradia - pagamento,Cartão de Crédito
18-01-2023,Freelance,receita,3683.83,Freelance - pagamento,Boleto
2023-08-07, Saúde,despesa,5,Saúde - pagamento,Cartão de Crédito
2022-03-19,Vestuário,despesa,191.14,Vestuário - pagamento,Débito
16/09/2022,Salário,receita,6419.4,,
20-03-2023,Educação,despesa,746.63,Educação - pagamento,Débito
2023/09/07,Educação,despesa,119.25,Educação - pagamento,Transferência
2023-09-15,Freelance,receita,4934.76,Freelance - pagamento,Transferência
2022/05/20, Saúde,despesa,341.24,Saúde - pagamento,Cartão de Crédito
2022-01-12,Alimentação,despesa,376.03,Alimentação - pagamento,Cartão de Crédito
20-08-2022,Bônus,receita,"R$ 4.319,62",Bônus - pagamento,Transferência
2024/10/08,Rendimentos,receita,4239.56,Rendimentos - pagamento,Boleto
2022/02/10,Manutenção,despesa,594.62,Manutenção - pagamento,Débito
09-03-2024,Moradia,despesa,87.84,Moradia - pagamento,
28/05/2023,Freelance,,6890.74,,Pix
2024-06-02,Salário,receita,7087.32,Salário - pagamento,Pix
25/03/2022,Educação,despesa,682.77,Educação - pagamento,Débito
02/02/2022,Bônus,receita,1827.06,Bônus - pagamento,Boleto
04/08/2024,alimentação,despesa,5,alimentação - pagamento,Pix
01/08/2022,Salário,receita,2341.29,,Boleto
2023/08/19,Bônus,receita,4571.19,Bônus - pagamento,
2024/02/28,Vestuário,despesa,52.45,Vestuário - pagamento,Transferência
2024/06/06,assinaturas,despesa,104.5,,Cartão de Crédito
23-06-2022,alimentação,despesa,119.03,alimentação - pagamento,Cartão de Crédito
06/03/2023, Saúde,despesa,308.87,,
2024-02-21,Manutenção,despesa,239.84,Manutenção - pagamento,
2024-03-12,Manutenção,despesa,631.51,Manutenção - pagamento,Transferência
2024/02/18,Rendimentos,receita,4749.51,,Cartão de Crédito
07-09-2023,Impostos,despesa,5,,Boleto
2024-08-25,Freelance,receita,7176.71,Freelance - pagamento,Cartão de Crédito
2022/10/30, Saúde,despesa,"R$ 275,50",Saúde - pagamento,
25-03-2023, Saúde,despesa,5,Saúde - pagamento,Transferência
09-11-2023,Lazer,despesa,5,Lazer - pagamento,Cartão de Crédito
19/09/2022,Educação,despesa,128.31,,Pix
2024/03/16,Manutenção,despesa,5,,Débito
2023/01/20, Saúde,despesa,510.28,Saúde - pagamento,Débito
02/12/2024,Salário,receita,2798.68,Salário - pagamento,Boleto
28/03/2024,Transporte ,despesa,215.45,,
25-09-2022,Moradia,despesa,"R$ 467,24",,
2022/07/12, Saúde,despesa,799.64,Saúde - pagamento,Débito
18-05-2024, Saúde,despesa,353.6,Saúde - pagamento,Pix
26/06/2022,Moradia,despesa,47.85,Moradia - pagamento,Débito
11-10-2024,Manutenção,despesa,76.59,,Boleto
2024/02/14,Educação,despesa,465.91,,Pix
2023/10/22,Lazer,despesa,379.7,Lazer - pagamento,Transferência
24/01/2023,Vestuário,despesa,11.36,Vestuário - pagamento,
2022/01/03,Bônus,receita,3272.87,,Boleto
2024-12-05,Rendimentos,receita,3687.49,Rendimentos - pagamento,Pix
2024-12-22,Alimentação,despesa,448.69,,Pix
08-01-2022,Moradia,despesa,200.87,Moradia - pagamento,Débito
24-04-2024,Vestuário,despesa,461.81,Vestuário - pagamento,Débito
2024-02-05,Bônus,receita,3095.29,Bônus - pagamento,
09/12/2023,Bônus,receita,5888.0,,Débito
2023-12-18,Salário,receita,5009.78,,Pix
2023-11-23,Manutenção,despesa,512.48,,Boleto
29-08-2022,Moradia,despesa,5,Moradia - pagamento,Boleto
28/04/2023,Salário,receita,1868.45,Salário - pagamento,Cartão de Crédito
03-09-2023,Manutenção,despesa,384.4,,Transferência
27-02-2024,assinaturas,despesa,594.1,,
2024/08/04,Bônus,receita,3707.31,Bônus - pagamento,Cartão de Crédito
2023/10/11,Moradia,despesa,129.99,Moradia - pagamento,Cartão de Crédito
27/06/2023,Bônus,receita,6973.36,Bônus - pagamento,Cartão de Crédito
2022/02/02,Freelance,receita,3367.88,Freelance - pagamento,
03-10-2024,Salário,receita,2681.8,Salário - pagamento,Boleto
19/08/2024,Educação,despesa,407.38,Educação - pagamento,Transferência
20/10/2024,Moradia,despesa,"R$ 463,01",Moradia - pagamento,
14-04-2024,Alimentação,despesa,431.72,Alimentação - pagamento,Pix
23-03-2023,Manutenção,despesa,536.45,Manutenção - pagamento,Débito
2024-06-06,Impostos,despesa,482.46,Impostos - pagamento,
16/02/2023,Rendimentos,receita,592.19,Rendimentos - pagamento,Boleto
2024-06-08,Lazer,despesa,5,Lazer - pagamento,Débito
27-06-2024,Salário,receita,4357.09,,Débito
2023/04/12,Manutenção,despesa,47.58,Manutenção - pagamento,Pix
01/12/2023,Educação,despesa,189.09,,
2024/08/30, Saúde,despesa,457.82,,Pix
13-11-2022,Bônus,receita,226.26,,Transferência
16/02/2024,Vestuário,despesa,443.86,,Débito
07-11-2022,Manutenção,despesa,405.26,,Pix
03/11/2023,Rendimentos,receita,3780.06,Rendimentos - pagamento,Cartão de Crédito
2022/12/01,Rendimentos,receita,3056.03,Rendimentos - pagamento,Cartão de Crédito
2024/06/08,Transporte ,despesa,204.37,Transporte - pagamento,
2024/05/13,Alimentação,despesa,97.19,Alimentação - pagamento,Boleto
11/01/2024,Transporte ,despesa,286.02,,
2022/08/16,alimentação,despesa,507.02,alimentação - pagamento,Cartão de Crédito
20/01/2023,assinaturas,despesa,398.15,assinaturas - pagamento,Pix
20/07/2024,Vestuário,despesa,210.23,,Transferência
2023-07-25,assinaturas,despesa,731.3,assinaturas - pagamento,
03-06-2022,Bônus,receita,"R$ 2.199,70",,Débito
2024-11-10,Transporte ,despesa,155.77,Transporte - pagamento,Débito
08-10-2023,Rendimentos,receita,4863.73,Rendimentos - pagamento,Pix
17/05/2024, Saúde,despesa,850.64,Saúde - pagamento,
26-06-2024,Lazer,despesa,401.85,Lazer - pagamento,
14-08-2022,Educação,despesa,327.95,,Pix
27/04/2022,assinaturas,despesa,422.64,assinaturas - pagamento,Débito
2022-06-29,Alimentação,despesa,359.1,Alimentação - pagamento,Débito
2023-09-26,Moradia,despesa,"R$ 277,40",Moradia - pagamento,Transferência
2024-07-25,Bônus,receita,4348.27,Bônus - pagamento,
2024-09-27,Salário,receita,1098.3,Salário - pagamento,Pix
2024/10/10,Educação,despesa,5,Educação - pagamento,Boleto
2024-02-04,Alimentação,despesa,"R$ 49,66",Alimentação - pagamento,Boleto
2023/04/27,Educação,despesa,263.66,,Pix
2024/01/03,Rendimentos,receita,4956.67,,Boleto
2024/07/23,Educação,despesa,359.71,Educação - pagamento,Boleto
2023/07/18,assinaturas,despesa,5,,Cartão de Crédito
11-10-2024,Moradia,despesa,5,Moradia - pagamento,Boleto
23-05-2024,Freelance,receita,4623.09,Freelance - pagamento,Débito
2024/08/27,Rendimentos,receita,4166.53,,Débito
2024-08-20,Moradia,despesa,357.19,Moradia - pagamento,Boleto
2022/02/16,Manutenção,despesa,689.33,Manutenção - pagamento,Pix
2023/03/15,Freelance,receita,1012.58,,Pix
01/06/2024,Bônus,receita,1577.63,Bônus - pagamento,Boleto
09-09-2023,Manutenção,despesa,257.53,Manutenção - pagamento,Transferência
2023-01-03,Impostos,despesa,403.42,Impostos - pagamento,Cartão de Crédito
19-06-2024,Educação,despesa,342.82,Educação - pagamento,Transferência
2023/03/18,assinaturas,despesa,573.67,,Cartão de Crédito
13-05-2023,Impostos,despesa,516.99,Impostos - pagamento,Transferência
20/04/2023,Moradia,despesa,"R$ 610,99",Moradia - pagamento,Transferência
2024-12-26,Salário,receita,6200.53,Salário - pagamento,Pix
2023/12/09,Rendimentos,receita,3500.66,,Transferência
14/02/2024,Lazer,despesa,378.16,Lazer - pagamento,Boleto
2024/12/03,Moradia,despesa,288.06,Moradia - pagamento,Transferência
2023-09-17,Transporte ,despesa,337.38,,
2024/04/12,Educação,despesa,660.93,Educação - pagamento,Débito
13/11/2024,assinaturas,despesa,328.61,assinaturas - pagamento,
2022/11/05,Freelance,receita,1577.81,Freelance - pagamento,Cartão de Crédito
16-08-2023,Rendimentos,receita,5257.94,Rendimentos - pagamento,
2023-11-17,Salário,receita,5149.63,,Débito
05-02-2023,Moradia,despesa,"R$ 359,89",Moradia - pagamento,Transferência
2023/01/01,assinaturas,despesa,601.59,,Transferência
27/02/2022,Rendimentos,receita,2063.62,,Transferência
27/07/2023,Rendimentos,receita,5942.19,Rendimentos - pagamento,Débito
15-05-2023,alimentação,despesa,189.33,alimentação - pagamento,Pix
2023/07/29,Bônus,receita,2000.38,Bônus - pagamento,Cartão de Crédito
2023-04-19,Freelance,receita,3984.33,Freelance - pagamento,Pix
2022/04/13,alimentação,despesa,50.38,alimentação - pagamento,
2024-09-25,Transporte ,despesa,40.71,Transporte - pagamento,
2022/09/28,assinaturas,despesa,441.56,,Cartão de Crédito
2024/11/05,Alimentação,despesa,306.87,Alimentação - pagamento,Boleto
2022-07-29,Vestuário,despesa,332.74,Vestuário - pagamento,Transferência
2023-06-25,Educação,despesa,204.84,Educação - pagamento,Débito
03-07-2024,Rendimentos,receita,4560.07,Rendimentos - pagamento,
07/09/2023,Manutenção,despesa,"R$ 162,27",,Transferência
2023-01-12,Rendimentos,receita,4890.26,Rendimentos - pagamento,Transferência
26-03-2024,Educação,despesa,475.88,,Pix
02/12/2023,Rendimentos,receita,7750.66,Rendimentos - pagamento,
05-11-2024,Alimentação,despesa,259.06,,Transferência
04-01-2024,Bônus,receita,4708.32,Bônus - pagamento,Cartão de Crédito
2022-08-17,Rendimentos,receita,4531.67,Rendimentos - pagamento,Pix
2024-03-09,Transporte ,despesa,"R$ 676,13",Transporte - pagamento,Débito
2022-10-22,alimentação,despesa,10.82,alimentação - pagamento,Pix
12/10/2024,assinaturas,despesa,517.54,assinaturas - pagamento,Débito
04-05-2022,Educação,despesa,428.68,Educação - pagamento,Boleto
10-02-2023,Impostos,despesa,372.38,,Cartão de Crédito
24-01-2024,assinaturas,despesa,552.8,assinaturas - pagamento,
2022-07-09,Salário,receita,3333.89,Salário - pagamento,Boleto
2024-06-08,Manutenção,despesa,872.2,,Boleto
2023/06/14,Transporte ,despesa,229.13,Transporte - pagamento,Boleto
2023/02/13, Saúde,despesa,579.12,Saúde - pagamento,Débito
